trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	dvars_std	dvars_nstd	dvars_vstd	framewise_displacement	aqi	aor
0.0	-0.0	0.0	-0.0	0.0	-0.0	n/a	n/a	n/a	n/a	0.0174401	0.00485
-0.0003	0.0587	-0.0081	-0.00016406094968746698	-3.316125578789226e-05	1.0471975511965975e-05	1.16975617	28.2474556	1.03770381	0.07748470904936627	0.0175715	0.00382
0.0054	-0.0467	0.0216	-0.00018151424220741024	-6.806784082777885e-05	-9.948376736367679e-05	1.15969825	28.00457573	1.04283978	0.1489157810217736	0.0174616	0.0044
0.0063	-0.0184	0.023	-0.00014311699866353502	-9.42477796076938e-05	-0.00010995574287564276	1.11800182	26.99768257	0.9728512	0.034352457891787806	0.0181526	0.00447
0.0072	0.0313	0.0117	-0.00030194196059501896	-0.00024085543677521747	-0.00010995574287564276	1.23116183	29.73028946	0.99840061	0.07717163095495037	0.0180135	0.00404
0.0006	0.0207	-0.0113	-0.00015184364492350666	-5.061454830783555e-05	-0.00011693705988362007	1.1803931	28.50431824	0.98605179	0.05756602605734357	0.0167124	0.00294
0.01	-0.0784	0.016	-0.00022165681500327985	-0.00010995574287564276	-0.0001605702911834783	1.1796757	28.48699379	1.0280516	0.14443937979737195	0.0173999	0.00416
0.0087	-0.0665	0.0198	-0.00021642082724729686	-0.0001675516081914556	-0.00013788101090755203	1.12541294	27.17664719	0.99565175	0.021276056667386096	0.01714	0.0037
0.0051	0.0197	0.0078	-0.000291469985083053	-0.00021642082724729686	-0.0001675516081914556	1.13292325	27.35800934	1.01110223	0.10947944870877505	0.0173388	0.00317
0.0026	0.0153	-0.0166	-0.0003385938748868999	-0.00021642082724729686	-0.00015009831567151235	1.10356665	26.64910126	0.98273166	0.034528859116189504	0.0160862	0.00228
0.0009	-0.0891	-0.0081	-0.00010297442586766544	-8.203047484373349e-05	-0.00011344640137963142	1.11130559	26.83598328	0.99698084	0.1349330857857339	0.0164989	0.00302
0.0048	-0.1018	0.0086	-2.6179938779914945e-05	-8.028514559173915e-05	-7.67944870877505e-05	1.17762589	28.43749619	0.96335468	0.039059586531581286	0.0183232	0.0046
0.0048	0.0424	0.0039	1.2217304763960308e-05	-0.00013264502315156904	-0.00011519173063162575	1.35655248	32.75824356	1.08113726	0.155357718232379	0.0188257	0.00429
0.0018	0.0727	-0.011	-0.00030194196059501896	-0.00024085543677521747	-0.00014311699866353502	1.20307517	29.05204773	1.01195637	0.07071474735072684	0.0183519	0.00349
0.0062	-0.0406	-0.0135	-0.0004206243497306334	-0.00014660765716752367	-0.00012740903539558605	1.17778218	28.44126892	1.04981949	0.13163190660056287	0.0161378	0.00249
0.0072	-0.0616	0.0128	-0.00041538836197465044	-0.00017104226669544429	-0.00014486232791552936	1.09528518	26.44911766	0.99161916	0.050656194490192354	0.0170199	0.00374
0.0085	-0.0095	0.022	-0.00042411500823462205	-0.0003089232776029963	-0.00017453292519943296	1.06061113	25.61180496	0.98510038	0.07141391272257137	0.0182396	0.00408
0.0071	-0.0138	0.0213	-0.0005794493116621174	-0.00028797932657906436	-0.00014486232791552936	1.04287016	25.18339348	0.96652216	0.01669744258676655	0.0174551	0.00394
0.0017	-0.0529	-0.001	-0.00048520153205442357	-0.00019547687622336493	-0.00015184364492350666	1.04464424	25.22623253	0.97552857	0.07648657734856852	0.0167101	0.00306
