sub_id	moral_decision	RT	trial_type	vigtext	vigtext_dutch	cond_id	vig_id
sub-20	4.0	3.236852399999861	loyalty	You see a head cheerleader booing her high school's team during a homecoming game.	U ziet een hoofd-cheerleader het team van haar middelbare school uitjoelen tijdens een reünie-wedstrijd.	loyalty08	82
sub-20	4.0	2.62341860000015	liberty	You see a manager coercing her employees into eating at her brother's diner.	U ziet een manager haar werknemers dwingen om te eten bij het restaurant van haar broer.	liberty04	63
sub-20	3.0	4.593659200000275	social_norms	You see a woman eating dessert before her main entree arrives on the table.	U ziet een vrouw een toetje eten voordat haar hoofdgerecht op tafel komt.	social_norms04	108
sub-20	4.0	3.566642100000081	care_emotional	You see a man loudly telling his wife that the dinner she cooked tastes awful.	U ziet een man met verheven stem tegen zijn vrouw zeggen dat het avondeten dat ze kookte vreselijk smaakt.	care_emotional10	24
sub-20	4.0	5.229370400000335	social_norms	You see a woman answering a phone call with the word goodbye instead of hello.	U ziet een vrouw die een telefoontje opneemt met het woord ‘tot ziens’ inplaats van ‘hallo’.	social_norms15	119
sub-20	3.0	2.172283100000186	fairness	You see a professor giving a bad grade to a student just because he dislikes him.	U ziet een professor een slecht cijfer geven aan een student alleen omdat hij een hekel aan hem heeft.	fairness14	58
sub-20	2.0	5.231494899999689	social_norms	You see someone using an old rotary phone and refusing to go buy a new one.	U ziet iemand een oude draaitelefoon gebruiken en weigeren een nieuwe te kopen.	social_norms01	105
sub-20	3.0	3.265771800000038	authority	You see a woman refusing to stand when the judge walks into the courtroom.	U ziet een vrouw die weigert op te staan als de rechter de rechtszaal binnenloopt.	authority02	1
sub-20	4.0	2.1596275000001697	care_emotional	You see a girl saying that another girl is too ugly to be a varsity cheerleader.	U ziet een meisje zeggen dat een ander meisje te lelijk is om cheerleader te zijn.	care_emotional07	21
sub-20	2.0	3.173548100000062	social_norms	You see someone driving around in a dirty car that has not been washed recently.	U ziet iemand rondrijden in een vieze auto die al een tijd niet is gewassen.	social_norms11	115
sub-20	4.0	3.525059099999908	care_physical	You see a woman spanking her child with a spatula for getting bad grades in school.	U ziet een vrouw die haar kind een pak slaag geeft met een spatel vanwege slechte cijfers op school.	care_physical14	43
sub-20	2.0	2.8282577999998466	social_norms	You see a teenage girl wearing a long trench coat on a hot summer afternoon.	U ziet een tienermeisje in een lange jas op een hete zomermiddag.	social_norms14	118
sub-20	4.0	5.407905400000345	authority	You see an employee trying to undermine all of her boss' ideas in front of others.	U ziet een werknemer die alle ideeën van haar baas probeert te ondermijnen in het bijzijn van anderen.	authority07	6
sub-20	4.0	3.291565499999706	sanctity	You see a man searching through the trash to find women's discarded underwear.	U ziet een man in de vuilnisbak zoeken naar weggegooid damesondergoed.	sanctity12	101
sub-20	4.0	4.184579999999642	liberty	You see a father requiring his son to become a commercial airline pilot like him.	U ziet een vader die van zijn zoon eist dat hij net als hij een commerciële luchtvaartpiloot wordt.	liberty02	61
sub-20	4.0	4.499253499999668	authority	You see a boy spray-painting anarchy symbols on the side of the police station.	U ziet een jongen anarchie symbolen verfspuiten aan de zijkant van het politiebureau.	authority06	5
sub-20	4.0	3.366262800000186	sanctity	You see a family eating the carcass of their pet dog that had been run over.	U ziet een familie het karkas eten van hun aangereden hond.	sanctity02	91
sub-20	3.0	5.272176599999966	loyalty	You see the coach's wife sponsoring a bake sale for her husband's rival team.	U ziet de vrouw van de coach een koekjes verkoop sponsoren voor het rivaliserende team van haar man.	loyalty13	87
sub-20	4.0	3.7791722999995727	care_physical	You see a woman snatching away her dog's food for making a mess in the living room.	U ziet een vrouw het voer van haar hond wegrukken omdat hij er een zooitje van maakt in de woonkamer.	care_physical07	36
sub-20	3.0	4.196614499999669	authority	You see a teenage girl coming home late and ignoring her parents' strict curfew.	U ziet een tienermeisje laat thuiskomen en de strikte avondklok van haar ouders negeren.	authority05	4
sub-20	4.0	3.0090135000000373	care_physical	You see a zoo trainer jabbing a dolphin to get it to entertain the customers.	U ziet een dierentrainer in de dierentuin een dolfijn porren om het dier aan te sporen zijn klanten te vermaken.	care_physical04	33
